depth,loss_floor,grad_var,accuracy
1,0.7055075765911206,0.00012651659735413753,0.425
2,0.6826896260571692,8.496526712356559e-05,0.5666666666666667
3,0.5786260037325434,0.00015311299136980554,0.725
4,0.5612614188988214,0.00018685402951755834,0.7666666666666667
5,0.5514557508885013,0.0001688953615075171,0.725
6,0.5459780233716279,0.00021482795569121633,0.7416666666666667
7,0.5495648863471918,0.00019408176552881251,0.775
8,0.5381556711821965,0.00020295072055495598,0.8083333333333333
