depth,loss_floor,grad_var,accuracy
2,0.6876140458721031,8.08466338647222e-05,0.7333333333333333
4,0.6210130143831358,0.00019423981233404963,0.7
6,0.5502982108254747,0.00013630226482097912,0.7333333333333333
8,0.5496403163503858,0.00018111964767889943,0.6333333333333333
