depth,loss_floor,grad_var,accuracy
2,0.5940718527506809,0.00018315176491750043,0.7333333333333333
4,0.6007340454789828,6.77780219438458e-05,0.7
6,0.5946342574517557,7.346309595503295e-05,0.7
8,0.5673026119490588,0.00010764398236477193,0.7333333333333333
