depth,loss_floor,grad_var,accuracy
1,0.6644518196419603,3.061736896297007e-05,0.45
2,0.6405986947492136,3.8601638126193534e-05,0.7
3,0.6309614578950246,3.444824728332575e-05,0.65
4,0.6316223830635068,2.7079431460398987e-05,0.6833333333333333
5,0.5862191754762772,2.3210209935528044e-05,0.7833333333333333
6,0.6020093144469634,1.699665663959672e-05,0.7666666666666667
7,0.5977628511500636,1.4123990775168836e-05,0.8166666666666667
8,0.61647055865725,1.1482236742657682e-05,0.7666666666666667
