scheduler,backend,seed,epochs,acc_start,acc_end,acc_delta,f1_end,roc_auc_end,depth_start,depth_end,n_commits,n_rollbacks,act_keep,act_add_layer,act_stop_growth,act_propose_prune_layer,act_propose_reduce_entanglement
rule,pennylane,123,40,0.4363,0.8578,0.4216,0.8543,0.9245,2,6,4,0,34,4,2,0,0
greedy,pennylane,123,40,0.4363,0.6569,0.2206,0.5333,0.8132,2,8,6,0,34,6,0,0,0
ppo,pennylane,123,40,0.4363,0.6569,0.2206,0.5333,0.8132,2,8,6,0,34,6,0,0,0
dqn,pennylane,123,40,0.4363,0.6814,0.2451,0.741,0.8469,2,2,0,0,38,0,2,0,0
