depth,loss_floor,grad_var,accuracy
1,0.6635269679158647,2.7619147467202062e-05,0.5833333333333334
2,0.6087015834897315,5.330809857197326e-05,0.7833333333333333
3,0.62255153459137,3.8969262618221575e-05,0.75
4,0.5871936020368786,3.17371882346344e-05,0.7666666666666667
5,0.6075844449603662,2.504132344249985e-05,0.7333333333333333
6,0.6160734318576132,2.098423619728853e-05,0.7333333333333333
7,0.6100669235239776,2.0479803185023344e-05,0.6833333333333333
8,0.5936840895531594,1.6525253388722716e-05,0.7
