depth,loss_floor,grad_var,accuracy
1,0.68645280970001,3.887654928158042e-06,0.48333333333333334
2,0.6644336877562925,8.727658501011926e-06,0.6
4,0.6445860845761194,6.139256217869305e-06,0.6
6,0.6391434679945203,3.6977518854750913e-06,0.7666666666666667
8,0.6305665167181124,1.870292100383231e-06,0.8166666666666667
10,0.6439895245277492,9.733717709271059e-07,0.8
12,0.6588984442396824,5.842500077697068e-07,0.8166666666666667
14,0.6645793120556994,4.1281000925280983e-07,0.7833333333333333
16,0.6655132671146943,3.1520206891190773e-07,0.8166666666666667
