n_qubits,depth,entanglement_topology,cost_type,encoding_type,param_index,layer_id,param_grad_variance_across_seeds,log10_param_grad_variance
4,4,linear,local,angle,4,0,0.0003239108622983117,-3.489574487750498
4,4,linear,local,angle,5,0,0.00022676916720472997,-3.644415994854662
4,4,linear,local,angle,6,0,0.00018805708773716152,-3.7257102936846516
4,4,linear,local,angle,7,0,0.00022753750783955083,-3.642947002940605
4,4,linear,local,angle,8,0,0.00014697406988164818,-3.8327592795419823
4,4,linear,local,angle,9,0,0.00024007507235419153,-3.6196529315758146
4,4,linear,local,angle,10,0,0.00016241339475559546,-3.7893781559535227
4,4,linear,local,angle,11,0,0.0002111926400204161,-3.6753212208646278
4,4,linear,local,angle,12,1,0.00022131453302011547,-3.654990066401683
4,4,linear,local,angle,13,1,0.0001901452623377903,-3.720914491005422
