depth,loss_floor,grad_var,accuracy
1,0.6292959144727429,0.00013936548559748577,0.6333333333333333
2,0.6894432358702278,9.522452649573217e-05,0.5
3,0.6497492117948264,6.487178870351809e-05,0.7166666666666667
4,0.6375033429455589,4.374029545456996e-05,0.7
5,0.6273855936149638,3.346828379230319e-05,0.7166666666666667
6,0.61849642653155,2.872319003086963e-05,0.7
7,0.6178547756469747,2.8190496196328674e-05,0.7
8,0.6210323833962091,2.6215560776788706e-05,0.6666666666666666
