scheduler,backend,seed,epochs,acc_start,acc_end,acc_delta,f1_end,roc_auc_end,depth_start,depth_end,n_commits,n_rollbacks,act_keep,act_add_layer,act_stop_growth,act_propose_prune_layer,act_propose_reduce_entanglement
rule,pennylane,123,40,0.5901,0.6894,0.0994,0.6795,0.7336,2,6,4,0,34,4,2,0,0
greedy,pennylane,123,40,0.5901,0.7143,0.1242,0.7416,0.7563,2,8,6,0,34,6,0,0,0
ppo,pennylane,123,40,0.5901,0.5776,-0.0124,0.5584,0.5772,2,2,4,1,34,2,0,4,0
dqn,pennylane,123,40,0.5901,0.7081,0.118,0.7044,0.7139,2,2,4,0,36,1,0,1,2
