episode,return,return_ma100
114,-4.054460848961709,-3.761848308688826
115,-8.082434776333667,-3.7638113328363754
116,-8.542998777980104,-3.753522238798916
117,-0.10682732183910382,-3.740170553545819
118,-10.189250636032101,-3.8393884329843972
119,-4.549840080744665,-3.8748406427133024
120,-5.77461450152993,-3.9084297744895133
121,-4.298082967759279,-3.874260119343762
122,-0.9283417938417751,-3.8804426504680447
123,-5.032172079080823,-3.91141261326906
124,-0.8215944568300405,-3.906944780431792
125,-9.701940856495778,-3.9913652427523805
126,-9.538328783047643,-4.009067653939184
127,-0.9558298420352832,-4.003989301848715
128,-10.622662885392332,-4.070323089767641
129,0.2662350336210219,-4.0642471137409615
130,-5.239624084492007,-4.114006568002825
131,-0.4546253740427424,-4.105786477443762
132,-4.038513114146317,-4.143405264285735
133,-10.513047781742136,-4.245974636197474
134,-6.850738676127307,-4.311996597730436
135,-9.909892482950898,-4.320311147844144
136,-2.322436398801964,-4.317693111021438
137,-7.036720681790381,-4.336708457684086
138,-4.610944561735163,-4.36873232134489
139,-5.215584401052515,-4.410995324420417
140,-12.026940657990991,-4.432232667728727
141,-5.980491901913892,-4.442785988614602
142,-2.4196030149387187,-4.401034914918792
143,-1.0121871755914635,-4.400088513456316
144,-10.062030466090604,-4.4782233928889115
145,-0.4009901279174375,-4.468426981220328
146,-9.762485150308137,-4.554346040685284
147,-6.219253907845635,-4.6128122151969375
148,-6.318771151324166,-4.679226816596217
149,-7.320627337442117,-4.663600333980428
150,-5.696269978288876,-4.6586999286772
151,-6.5840448304613295,-4.714456345564586
152,-8.31002900472909,-4.75977301532833
153,-0.24097445509371934,-4.754795384517252
154,-3.382848821799511,-4.785668326742324
155,-6.460882487557194,-4.808734268254752
156,-6.356157633830259,-4.8589783746510395
157,-5.974200544120813,-4.90264692371246
158,-3.6572417172440295,-4.910604287772601
159,-2.582170883342276,-4.902149607170404
160,-6.708720436569591,-4.915997755990415
161,-2.45501688224204,-4.937908892324369
162,-3.497034239856199,-4.925611441768937
163,-5.873544669284978,-4.893853125808971
164,-4.299899517982179,-4.928213107416258
165,-0.26367865830556964,-4.928213107416258
166,-4.874758233379919,-4.926188411802452
167,-7.513040143323062,-4.979347638402208
168,-3.5253229969360755,-4.917718652949679
169,-1.1315981422418158,-4.9249132115452845
170,-1.9111792544593782,-4.846965707811619
171,-4.4439619856595085,-4.883059717811216
172,-2.330981693666089,-4.90461555618513
173,-6.546765219383115,-4.966669582688491
174,-4.942984741011394,-4.9242845829267345
175,-1.3776094494716116,-4.858644497686507
176,-3.3986353252226964,-4.808082087521281
177,-5.234714703983366,-4.840496564498633
178,-6.123263000456598,-4.895899774384093
179,-3.0634876775907847,-4.916526300420146
180,-4.186860793367911,-4.938155027377588
181,-8.249908527383539,-5.0115759283636345
182,-4.994181471698968,-4.985680191717878
183,-5.032470596262159,-5.03340595143613
184,-7.506590161869869,-5.071538825128197
185,-4.6037233016444405,-5.007081157957208
186,-8.051283070051184,-5.012868350711278
187,-8.035260165624704,-5.01950612565982
188,-4.754868184831325,-5.057761656403412
189,-0.10682732183910382,-4.947808073261324
190,-6.807251190965724,-4.988379817455646
191,-4.580425967014884,-4.94203716906162
192,-1.7266135612728926,-4.9086988148353115
193,-3.082464845747369,-4.908609855474931
194,-7.913576627893005,-4.975937446277398
195,-0.4121422826811667,-4.930529218675747
196,-0.0749513808524078,-4.928177845670136
197,-1.9253775400016975,-4.871722603189358
198,-6.932373329137905,-4.913453739918621
199,-4.85889344930389,-4.924322757451856
200,-6.117132771254585,-4.975944771186091
201,-7.141703345308665,-4.969048958379502
202,-5.8047048389967095,-5.023328905195389
203,-5.590389493237932,-5.040274359137083
204,-0.46327613906515874,-4.952869728542706
205,-5.3455996486900785,-4.943038024662212
206,-5.030783345605054,-4.925132866686828
207,-0.23118301980748424,-4.860105045017426
208,-5.4887048668902825,-4.8881387432017
209,-0.5226038208881114,-4.814022722050869
210,-0.25611059056828617,-4.742450924779546
211,-0.0749513808524079,-4.739264864800495
212,-0.1387032628257997,-4.707474846511834
213,-0.10682732183910382,-4.655583889652947
214,-4.077215759671196,-4.655811438760042
215,-2.4003295486480702,-4.598990386483186
216,-7.156389461866844,-4.585124293322053
217,-2.9690065204773006,-4.613746085308435
218,-0.29834771579463637,-4.514837056106061
219,-2.2544543274698485,-4.491883198573312
220,-0.0749513808524078,-4.434886567366537
221,-1.1144364659723414,-4.403050102348668
222,-0.746704527034431,-4.401233729680595
223,-6.106784229925648,-4.4119798511890425
224,-0.24097445509371945,-4.406173651171679
225,-8.331117515421887,-4.39246541776094
226,-5.427208056001343,-4.351354210490477
227,-5.335866875738798,-4.395154580827512
228,-1.7887723078678628,-4.306815675052268
229,-4.169800374521509,-4.351176029133693
230,-3.6349619999763325,-4.3351294082885365
231,-0.26367865830556964,-4.333219941131165
232,-6.188979176571957,-4.354724601755421
233,-5.020838204572512,-4.299802505983724
234,-1.0708903183536984,-4.242004022405989
235,-7.205501580542135,-4.214960113381901
236,-6.663572231794005,-4.258371471711822
237,-0.4320022514317651,-4.192324287408235
238,-6.915959257094725,-4.215374434361831
239,-3.8011473418173867,-4.201230063769479
240,-1.9803225043664474,-4.100763882233235
241,-0.10010291018634775,-4.041959992315959
242,-4.317719125525832,-4.06094115342183
243,-5.567932228494902,-4.106498603950865
244,-0.9454029916682173,-4.0153323292066405
245,-2.918049791536805,-4.0405029258428335
246,-6.519832995548864,-4.008076404295242
247,-6.568330056235755,-4.011567165779143
248,-1.396979770297608,-3.9623492519688766
249,-6.796197620207667,-3.9571049547965322
250,-5.400244003223964,-3.9541446950458834
251,-6.090523806053002,-3.9492094848018002
252,-2.1536739605982356,-3.8876459343604917
253,-7.380631510083786,-3.9590425049103923
254,-8.069849988614271,-4.005912516578539
255,-5.436599514014712,-3.995669686843115
256,-8.767414678591058,-4.019782257290723
257,-0.26367865830556964,-3.9626770384325702
258,-0.12479193199028193,-3.927352540580033
259,-1.2175352873849703,-3.91370618462046
260,-5.22871546489438,-3.898906134903708
261,-0.0749513808524078,-3.8751054798898115
262,-4.5130488833388505,-3.8852656263246375
263,-0.440134244812424,-3.8309315220799123
264,-7.851294793286318,-3.866445474832954
265,-1.8191526016265316,-3.882000214266163
266,-6.68816156829902,-3.900134247615354
267,-3.6417564010517944,-3.8614214101926416
268,-3.3516528614019627,-3.8596847088373005
269,-4.335872965487831,-3.891727457069761
270,-5.882950555167962,-3.931445170076847
271,-4.748428955767829,-3.93448983977793
272,-4.606868187570748,-3.9572487047169767
273,-0.31008868141353035,-3.89488193933728
274,-3.1154571133040814,-3.876606663060208
275,-3.3732877400902983,-3.8965634459663945
276,-4.742179675609548,-3.909998889470263
277,-5.936360282618622,-3.9170153452566154
278,-5.839970392569188,-3.9141824191777412
279,-4.558600354771813,-3.929133545949552
280,-5.012107580879894,-3.9373860138246717
281,-2.4836513260039252,-3.8797234418108753
282,-0.31008868141353035,-3.8328825139080207
283,-4.850136305471885,-3.8310591710001183
284,-3.7840521450470845,-3.7938337908318904
285,-4.440678897741872,-3.7922033467928653
286,-4.9090741964578,-3.760781258056931
287,-3.5542409208430072,-3.7159710656091143
288,-0.9334362352620174,-3.677756746113421
289,-3.96973753214474,-3.7163858482164773
290,-3.4200428869391017,-3.682513765176211
291,-6.397239651518391,-3.700681902021246
292,-4.7678806965493346,-3.7310945733740106
293,-1.0806258379701548,-3.7110761832962385
294,-1.4407193273327312,-3.6463476102906354
295,-2.4934216040380237,-3.6671604035042042
296,-7.539470232558767,-3.7418055920212674
297,-4.854531731435396,-3.7710971339356045
298,-6.630612523960781,-3.768079525883834
299,-0.48849509662997853,-3.724375542357094
300,-0.38450851904717237,-3.6670492998350204
301,-6.550292186878253,-3.6611351882507166
302,-2.7828985771977077,-3.630917125632726
303,-1.9205193956400106,-3.5942184246567472
304,-2.6426602532724366,-3.61601226579882
305,-0.0749513808524078,-3.563305783120443
306,-3.8436732689292668,-3.551434682353685
307,-6.495881718943034,-3.6140816693450404
308,-4.093834834419919,-3.6001329690203376
309,-2.0793932342726693,-3.6157008631541823
310,-3.6055202562678828,-3.6491949598111786
311,-3.389875381102536,-3.68234419981368
312,-2.7305842599327135,-3.7082630097847487
313,-7.53236142654362,-3.782518350831794
314,-5.008443913990685,-3.7918306323749884
315,-0.2968788267204104,-3.7707961251557127
316,-6.5183130038406745,-3.764415360575451
317,-2.5993553497462893,-3.760718848868141
318,-0.09694691878207055,-3.758704840898015
319,-3.1426404840922935,-3.7675867024642393
320,-6.401835285457929,-3.8308555415102945
321,-4.61803659326685,-3.8658915427832397
322,-5.467727960386117,-3.9131017771167564
323,-3.870190710581964,-3.8907358419233202
324,-4.079971685082749,-3.92912581422321
325,-2.6399279412332053,-3.872213918481323
326,-7.955033082250611,-3.8974921687438155
327,-3.988066856451974,-3.884014168550948
328,-5.345488077317558,-3.919581326245445
329,-1.208193054957455,-3.8899652530498043
330,-8.777668299319547,-3.9413923160432365
331,-5.609213084336506,-3.994847660303545
332,-1.7155228227796748,-3.950113096765623
333,-5.529046808608545,-3.9551951828059835
334,-1.528200640615747,-3.959768286028604
335,-8.240923880621958,-3.970122509029402
336,-6.089577724548797,-3.9643825639569497
337,-0.5251162032454504,-3.9653137034750863
338,-2.7399141436153354,-3.9235532523402927
339,-3.177543142080556,-3.917317210342924
340,-2.250790027011685,-3.920021885569377
341,-0.8364160955838816,-3.9273850174233518
342,-4.067100074617597,-3.924878826914269
343,-1.1564515414357797,-3.8807640200436784
344,-1.144116520921868,-3.882751155336215
345,-4.471125370595294,-3.8982819111268
346,-4.395464126591181,-3.877038222437223
347,-5.443676476219652,-3.8657916866370616
348,-2.08012995489831,-3.872623188483069
349,-4.779595012098392,-3.852457162401977
350,-4.478201770636684,-3.8432367400761036
351,-0.18270353706282816,-3.784158537386202
352,-3.017255702277494,-3.7927943548029943
353,-0.6064186154469178,-3.725052225856625
354,-5.428389028313417,-3.6986376162536176
355,-1.7077640156325578,-3.6613492612697955
356,-3.9938315378014124,-3.6136134298618994
357,-4.682872568628337,-3.6578053689651266
358,-1.9544079660791536,-3.6761015293060155
359,-5.7938769427547685,-3.7218649458597133
360,-1.006083180828113,-3.6796386230190508
361,0.2634952986691882,-3.6762541562238353
362,-8.242571975428135,-3.713549387144728
363,-3.095068453726836,-3.740098729233872
364,-1.196522057405744,-3.673551001875066
365,-0.9868175486002755,-3.665227651344803
366,-4.953595547979411,-3.647881991141608
367,-7.150409661555716,-3.6829685237466467
368,0.02887157671260117,-3.649163279365501
369,-0.21005765452043051,-3.607905126255827
370,-6.952825867780168,-3.618603879381949
371,-2.1550883480039076,-3.59267047330431
372,-5.431885920192105,-3.600920650630523
373,-3.695303659285975,-3.6347728004092477
374,-3.9084249037784224,-3.642702478313991
375,-3.4118000178390098,-3.6430876010914783
376,0.38846678214480235,-3.5917811365139354
377,-0.34893608642623214,-3.535906894552011
378,-4.565161961631672,-3.523158810242636
379,-5.3591034889981595,-3.531163841584899
380,-7.364716962766247,-3.554689935403763
381,-4.1750793775350115,-3.571604215919074
382,-0.3413625690469239,-3.571916954795407
383,-5.577384834501576,-3.5791894400857043
384,-1.1921215855693372,-3.553270134490927
385,-0.9989482466461765,-3.51885282797997
386,-7.128267684072698,-3.541044762856119
387,-8.979164404675751,-3.5952939976944465
388,-5.257226695525841,-3.638531902297085
389,-4.072905946964157,-3.639563586445279
390,-0.4844364692580513,-3.610207522268468
391,-7.017150607044032,-3.6164066318237253
392,-5.572879893371791,-3.624456623791949
393,-1.04080676948171,-3.6240584331070647
394,-5.98871086873296,-3.6695383485210673
395,-0.25481248487764646,-3.6471522573294637
396,-1.903354952608956,-3.590791104529966
397,-0.47710343537376143,-3.547016821569349
398,-2.855040990103901,-3.5092611062307797
399,-3.5236110654084345,-3.539612265918565
400,-4.566827946854675,-3.58143546019664
401,-0.5758187872953004,-3.52169072620081
402,-5.902722433558234,-3.5528889647644153
403,-4.025225402338039,-3.5739360248313954
404,-3.1481735111568048,-3.5789911574102393
405,-0.8336216399317162,-3.5865778600010327
406,-1.0670151544937405,-3.558811278856677
407,-3.7568887991219544,-3.5314213496584665
408,-1.0071522666678454,-3.5005545239809455
409,-3.742158651162164,-3.5171821781498407
410,-4.855110475836902,-3.529678080345531
411,-0.8866397418934384,-3.5046457239534394
412,-8.41780496623189,-3.5615179310164318
413,-5.179979291140756,-3.537994109662403
414,0.024963806326650115,-3.48766003245923
415,-5.00959555268984,-3.5347871997189237
416,-0.38235862721080044,-3.473427655952625
417,0.35753253152229547,-3.443858777139939
418,-0.6924935195605921,-3.449814243147724
419,-2.4169724157458887,-3.442557562464261
420,-3.5889190082169478,-3.4144283996918507
421,-0.7182795236671493,-3.375430828995854
422,-3.806140662682221,-3.358814956018815
423,-0.7290063035734198,-3.327403111948729
424,-3.9038754698720775,-3.325642149796623
425,-3.8697888410044228,-3.3379407587943346
426,-10.218210726212021,-3.3605725352339486
427,-2.8280305605463387,-3.3489721722748924
428,-1.778538454445611,-3.313302676046173
429,-4.079900034954419,-3.3420197458461427
430,-1.6465440748410067,-3.270708503601357
431,-5.384024327245931,-3.268456616030451
432,-7.936671242587018,-3.330668100228525
433,-8.232165323306218,-3.3576992853755017
434,-4.1840209385664835,-3.3842574883550087
435,-6.001287426467529,-3.3618611238134646
436,-3.220517876539188,-3.3331705253333683
437,-0.9455210787909332,-3.337374574088823
438,-5.278850684948549,-3.3627639395021554
439,-1.4859522412042612,-3.3458480304933924
440,-2.503825885708721,-3.348378389080363
441,-5.087875242062548,-3.39089298054515
442,-4.685977506183853,-3.3970817548608125
443,-1.8524722680236378,-3.404041962126691
444,-2.786312749382533,-3.4204639244112975
445,-0.17200067302780397,-3.3774726774356223
446,-5.731670925013929,-3.39083474541985
447,-8.595568741244787,-3.4223536680701017
448,-0.3881230925931784,-3.40543359944705
449,-0.6931913513696164,-3.3645695628397623
450,-5.913504905733543,-3.3789225941907315
451,-10.385118112528328,-3.480946739945386
452,-0.9404194394686676,-3.460178377317298
453,-0.8072739219846261,-3.4621869303826753
454,-0.7979794024330003,-3.4158828341238707
455,-0.9265886826641452,-3.4080710807941865
456,-1.8744799475408565,-3.386877564891581
457,-0.09058295775139162,-3.3409546687828118
458,-2.3537098311430347,-3.3449476874334505
459,-1.577586781119753,-3.3027847858171
460,-0.6557962750444797,-3.2992819167592637
461,-0.7642501125250925,-3.3095593708712068
462,-4.867805155841404,-3.2758117026753393
463,-2.6951702187884132,-3.2718127203259546
464,-0.04030814609396893,-3.2602505812128375
465,-2.0294169133811413,-3.270676574860646
466,-6.62078695324871,-3.2873484889133393
467,-1.7108578651232154,-3.232952970949014
468,-6.662233261179088,-3.299864019327931
469,-3.053157811971487,-3.3282950209024413
470,-1.3534997046116284,-3.272301759270756
471,-0.11504563663208837,-3.251901332157038
472,0.20482802000713993,-3.1955341927550456
473,-2.28939437144457,-3.1814750998766317
474,-2.5160404035957384,-3.1675512548748044
475,-5.302819403365241,-3.186461448730067
476,-4.073240411800075,-3.231078520669515
477,-0.14845000383380347,-3.2290736598435914
478,-0.9316573753748945,-3.192738613981023
479,-1.8042321256952367,-3.1571899003479946
480,-0.6053340449277832,-3.0895960711696095
481,-2.915522381766498,-3.077000501211925
482,-7.944857550892808,-3.1530354510303833
483,-1.9820377193842684,-3.1170819798792104
484,-0.09694691878207055,-3.1061302332113376
485,-2.1609803548526516,-3.1177505542934023
486,-1.8608469091449336,-3.065076346544125
487,-1.6598570274914448,-2.9918832727722817
488,-1.0803993796987015,-2.95011499961401
489,-0.9420041382479019,-2.9188059815268472
490,-2.3525779907936815,-2.9374873967422044
491,-1.9508253972776235,-2.8868241446445397
492,-1.5463669000665141,-2.8465590147114876
493,-0.8280957171447234,-2.8444319041881174
494,-1.7852641549704484,-2.802397437050492
495,-1.8996728522031376,-2.8188460407237472
496,-2.6836349134129307,-2.826648840331787
497,-4.174172739988447,-2.8636195333779337
498,-1.9106907766919061,-2.854176031243814
499,-2.6744083107218626,-2.845684003696948
500,-0.9614549160139587,-2.809630273388541
501,-2.8962417125823237,-2.832834502641411
502,-5.741978348702772,-2.8312270617928568
503,-0.9235880639024862,-2.8002106884085016
504,-0.8646591739039071,-2.777375545035972
505,-6.853877083893864,-2.8375780994755933
506,-0.014244686861435707,-2.8270503947992704
507,-2.0385982870201307,-2.8098674896782523
508,-5.76890967587563,-2.8574850637703304
509,-0.5085020388220387,-2.825148497646929
510,-0.09376493826673109,-2.777535042271227
511,-7.751398700029535,-2.846182631852588
512,-2.548827546301738,-2.7874928576532865
513,-0.7604340340700639,-2.7432974050825796
514,-1.8662051356278555,-2.7622090945021243
515,-7.653560079070157,-2.788648739765928
516,-0.6397116256000055,-2.79122226974982
517,-2.2191180761126783,-2.8169887758261694
518,-5.736374109410894,-2.867427581724673
519,-1.3710579887857408,-2.8569684374550706
520,-1.1464398062445869,-2.832543645435348
521,-2.253843000008513,-2.8478992801987615
522,-1.8764106990863956,-2.828601980562803
523,-0.7869056096039319,-2.829180973623108
524,-2.5198249301774127,-2.8153404682261614
525,-0.11485658787386621,-2.7777911456948563
526,-3.7348334455148717,-2.712957372887885
527,-0.2509289847119199,-2.68718635712954
528,-1.7864644957840787,-2.6872656175429253
529,-2.0056761900575504,-2.666523379093957
530,-2.695488481870052,-2.677012823164247
531,-7.045245324251243,-2.6936250331343
532,-1.8588778107482578,-2.632847098815912
533,-0.8194973366892122,-2.558720418949742
534,-0.7357842405598687,-2.524238051969676
535,-0.846210671350698,-2.4726872844185075
536,-0.8719447475643112,-2.4492015531287588
537,-2.992254700734694,-2.4696688893481964
538,-3.5379875711848534,-2.4522602582105595
539,-1.8567063739778833,-2.4559677995382954
540,-3.6832767928589387,-2.4677623086097977
541,-6.3695124066655096,-2.480578680255827
542,-1.7263171033993816,-2.450982076227983
543,-4.78396976723312,-2.4802970512200777
544,-1.9311918875759457,-2.471745842602012
545,0.23216516553256017,-2.4677041842164082
546,-1.5024087280311194,-2.42541156224658
547,-4.798035986820201,-2.387436234702334
548,-1.060496777512795,-2.3941599715515305
549,-2.9249945994990556,-2.416478004032825
550,-0.7420181339922982,-2.3647631363154122
551,-0.9412509506249026,-2.270324464696378
552,-1.7514387788914711,-2.278434658090606
553,-0.9853270951800122,-2.28021518982256
554,0.32268898860381134,-2.2690085059121916
555,-1.780077592586824,-2.277543395011419
556,-4.746908439957426,-2.3062676799355843
557,-6.414787447759023,-2.3695097248356607
558,-6.477174497056353,-2.410744371494794
559,-0.8055105488389769,-2.403023609171986
560,-1.201472656274969,-2.408480372984291
561,-0.694773731382447,-2.4077856091728647
562,-3.5868227556384746,-2.394975785170835
563,-0.6732103112926676,-2.374756186095878
564,-0.2584438810036418,-2.3769375434449747
565,-5.837252623279639,-2.4150159005439593
566,-0.07994293737575402,-2.3496074603852297
567,-1.2487887353545621,-2.3449867690875434
568,-0.7671805693357538,-2.2860362421691103
569,-0.24444857452521224,-2.2579491497946473
570,-0.42845008226391795,-2.24869865357117
571,-2.7318211893954736,-2.274866409098804
572,-5.681329663657084,-2.3337279859354463
573,-0.09694691878207055,-2.3118035114088213
574,-0.17554324341190597,-2.2883985398069826
575,-0.8091059234426456,-2.2434614050077566
576,-2.718080889970431,-2.2299098097894605
577,-0.19764361501769878,-2.2304017459012995
578,-6.143393516457222,-2.2825191073121225
579,-1.5599057575921582,-2.280075843631092
580,-0.8207198477542964,-2.2822297016593573
581,-4.880132968478727,-2.30187580752648
582,-2.4046487567774357,-2.246473719585326
583,-0.582623770711521,-2.232479580098598
584,-0.797657642878703,-2.2394866873395647
585,-9.497205083532442,-2.3128489346263623
586,-0.7091390022538255,-2.3013318555574513
587,-0.7820019455593503,-2.29255330473813
588,-2.9244206985749592,-2.3109935179268932
589,-7.523130330394287,-2.376804779848357
590,-2.5995173702413856,-2.379274173642834
591,-0.09069674359246317,-2.3606728871059826
592,-1.223409927880174,-2.357443317384119
593,-0.09694691878207055,-2.3501318294004925
594,-1.9477921559227065,-2.351757109410015
595,-0.6173482027115618,-2.3389338629150993
596,-0.7111389983190011,-2.31920890376416
597,-0.5755374183545184,-2.2832225505478205
598,-2.7086385525967076,-2.2912020283068686
599,-1.6251534061556254,-2.280709479261206
600,-1.5473329626261885,-2.2865682597273285
601,-8.243812421208025,-2.3400439668135853
602,-1.6379306682821628,-2.2990034900093796
603,-0.6306716967719508,-2.296074326338074
604,-3.8871528852755706,-2.3262992634517907
605,-0.8060478670611422,-2.265820971283463
606,-1.4141502405666184,-2.2798200268205155
607,-0.2447796242849355,-2.2618818401931633
608,-5.615987629194984,-2.2603526197263566
609,-5.57529336763691,-2.3110205330145055
610,-0.37851140583514126,-2.3138679976901897
611,-0.6229970154448241,-2.2425839808443424
612,-0.512999898633163,-2.222225704367657
613,-2.063975417706211,-2.2352611182040185
614,-1.8977249023580467,-2.23557631587132
615,-1.7216307242065982,-2.1762570223226847
616,-0.481382438541587,-2.1746737304521004
617,-1.0234550271077802,-2.1627170999620513
618,-0.15904929092955433,-2.106943851777238
619,-1.0338856698079253,-2.10357212858746
620,-0.7016420107820048,-2.099124150632834
621,-3.0844674170536193,-2.107430394803285
622,-1.0370312208042287,-2.0990366000204634
623,-0.26052444810056785,-2.09377278840543
624,-4.502123198461607,-2.113595771088272
625,-1.4590767681527979,-2.127037972891061
626,-2.4542621542853382,-2.1142322599787655
627,-0.8203406821863994,-2.1199263769535106
628,-2.1233972034219746,-2.1232957040298897
629,-2.4230419697222003,-2.127469361826536
630,-3.809005524571478,-2.1386045322535505
631,-3.3109176171027705,-2.1012612551820657
632,-1.7723715369417092,-2.100396192444
633,-0.2116631575222444,-2.0943178506523306
634,-0.9413212367140282,-2.096373220613872
635,-2.5410679772589555,-2.1133217936729545
636,-2.3831830774416503,-2.1284341769717283
637,-2.9190096404780292,-2.1277017263691613
638,-3.167904679886803,-2.124000897456181
639,-8.344072005394704,-2.188874553770349
640,-1.543308328768738,-2.167474869129447
641,-1.1346039733307522,-2.1151257847960996
642,-1.640471585268497,-2.1142673296147905
643,-0.2445289109523584,-2.068872921051983
644,-0.741420416535021,-2.0569752063415736
645,-2.075282262520222,-2.0800496806221016
646,-1.5633071740682485,-2.0806586650824728
647,-1.7492413058443996,-2.0501707182727147
648,-0.7150437450388408,-2.0467161879479754
649,-3.419257490313738,-2.051658816856122
650,-2.113382802558114,-2.06537246354178
651,-2.9956104960630174,-2.0859160589961614
652,-2.7837497281656134,-2.096239168488903
653,-8.432885208005649,-2.1707147496171593
654,-3.269238037243286,-2.2066340198756307
655,-3.5922233239350927,-2.2247554771891127
656,-4.022020587059231,-2.217506598660131
657,-1.4110416573368347,-2.1674691407559092
658,-0.5752330607482927,-2.1084497263928283
659,-0.4352444580916665,-2.104747065485355
660,-1.4503331317330586,-2.107235670239936
661,-1.872632370663121,-2.119014256632743
662,-0.403514314867386,-2.0871811722250317
663,-6.795601087708794,-2.1484050799891934
664,-2.2283694257068425,-2.168104335436225
665,-2.6753844141014578,-2.1364856533444434
666,-4.629271885581447,-2.1819789428265004
