depth,loss_floor,grad_var,accuracy
1,0.6567558100417968,5.640584439391671e-05,0.55
2,0.6574764685996153,7.765350261122474e-05,0.6833333333333333
3,0.6442670964124947,5.679626873351586e-05,0.6916666666666667
4,0.5893211878857558,3.724877675891017e-05,0.775
5,0.5985024075203315,4.1902154674822456e-05,0.7666666666666667
6,0.5827486541866408,4.0417086449670484e-05,0.725
7,0.6051280692839717,2.8908729891143895e-05,0.75
8,0.6039595285429633,3.16098273633191e-05,0.7583333333333333
