epoch,training_loss,validation_loss,accuracy,f1,roc_auc,grad_norm,spatial_grad_variance,near_zero_ratio,depth,n_entangling_gates,entangler_strength,scheduler_action,mutation_status,n_commits,n_rollbacks,proposed_action,vetoed,is_solved,is_converged,is_true_bp,is_local_min,is_ambiguous,is_dead_layer,dead_layers,te_p_solved
0,0.6763484939500899,0.6563484939500899,0.053024824772630486,0.051964328277177875,0.5265124123863152,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,False,[3],0.0021784303475549083
1,0.6567609876985249,0.6367609876985248,0.08128554653221065,0.07965983560156643,0.5406427732661053,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.002594967019825578
2,0.6371950175985299,0.6171950175985299,0.10951519607772342,0.10732489215616894,0.5547575980388617,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.0034587755754489913
3,0.6228357552474484,0.6028357552474484,0.13023264284021308,0.12762798998340882,0.5651163214201065,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.0046057306077313745
4,0.5960213886335312,0.5760213886335311,0.16892022993286526,0.16554182533420794,0.5844601149664326,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.007070307477340646
5,0.5809824516006128,0.5609824516006128,0.19061830673696045,0.18680594060222125,0.5953091533684802,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.010038478578781634
6,0.5818476619511446,0.5618476619511446,0.18936998708534913,0.18558258734364214,0.5946849935426746,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.011721360345490522
7,0.5604928849593589,0.5404928849593589,0.22018051513582626,0.21577690483310974,0.6100902575679131,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.015701329456102003
8,0.5429251184540438,0.5229251184540438,0.24552717002735003,0.24061662662680303,0.622763585013675,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.021627321526610663
9,0.5226691629551089,0.5026691629551089,0.274752325847484,0.2692572793305343,0.637376162923742,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.031005046143769754
10,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.039666693546406076
11,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.044863681987987875
12,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.047981875052936954
13,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.049852790891906404
14,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.050975340395288074
15,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,False,False,True,[3],0.05164887009731707
16,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.052052987918534466
17,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.0522954586112649
18,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05244094102690317
19,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05252823047628613
20,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05258060414591591
21,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.052612028347693775
22,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05263088286876049
23,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05264219558140052
24,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.05264898320898454
25,0.5144909324090307,0.4944909324090307,0.2865518216577252,0.28082078522457066,0.6432759108288626,0.026824773171919974,0.001988176821917627,0.5711196788065146,4,76,1.0,keep,none,0,0,keep,False,False,False,False,True,False,True,[3],0.052653055785534954
