depth,loss_floor,grad_var,accuracy
1,0.6928841195171427,0.0001085131102336438,0.4166666666666667
2,0.5957114231457552,9.80956697102236e-07,0.85
3,0.5304483528289605,1.6218017573174178e-05,0.7833333333333333
4,0.5584197674689999,1.1568411741821266e-05,0.75
5,0.5305968243515098,1.822957412098894e-05,0.8166666666666667
6,0.5871410073694012,1.6211661622816122e-05,0.7666666666666667
7,0.5756807114857216,1.4078491249136328e-05,0.85
8,0.5753535257902519,1.4318092852632515e-05,0.7833333333333333
