benchmark_mode,objective_type,budget_normalization,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,seed,layer_id,qubit_id,gate_type,axis_id,param_index,param_id,grad_value,abs_grad,is_near_zero
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,0,RZ,2,2,layer_000_wire_000_RZ,-4.998063254664459e-17,4.998063254664459e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,1,RX,0,3,layer_000_wire_001_RX,0.22421301234204277,0.22421301234204277,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,1,RY,1,4,layer_000_wire_001_RY,0.25031858521659744,0.25031858521659744,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,1,RZ,2,5,layer_000_wire_001_RZ,7.7302200068873e-17,7.7302200068873e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,2,RX,0,6,layer_000_wire_002_RX,-8.326672684688674e-17,8.326672684688674e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,2,RY,1,7,layer_000_wire_002_RY,-3.469446951953614e-17,3.469446951953614e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,2,RZ,2,8,layer_000_wire_002_RZ,-5.888060985358242e-17,5.888060985358242e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,3,RX,0,9,layer_000_wire_003_RX,0.5233266553411755,0.5233266553411755,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,3,RY,1,10,layer_000_wire_003_RY,0.1419280806240673,0.1419280806240673,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,1,1,3,3,3,8,2,0,3,RZ,2,11,layer_000_wire_003_RZ,1.0238499299807855e-18,1.0238499299807855e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,0,RX,0,0,layer_000_wire_000_RX,-0.009467568884353277,0.009467568884353277,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,0,RY,1,1,layer_000_wire_000_RY,0.0651495002361451,0.0651495002361451,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,0,RZ,2,2,layer_000_wire_000_RZ,7.446257238587093e-18,7.446257238587093e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,1,RX,0,3,layer_000_wire_001_RX,2.3744027577432547e-17,2.3744027577432547e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,1,RY,1,4,layer_000_wire_001_RY,-2.6020852139652106e-17,2.6020852139652106e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,1,RZ,2,5,layer_000_wire_001_RZ,-2.8956931715713087e-17,2.8956931715713087e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,2,RX,0,6,layer_000_wire_002_RX,-0.006450387658373727,0.006450387658373727,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,2,RY,1,7,layer_000_wire_002_RY,-0.06284804488810306,0.06284804488810306,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,2,RZ,2,8,layer_000_wire_002_RZ,5.708981315500604e-17,5.708981315500604e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,3,RX,0,9,layer_000_wire_003_RX,-1.7780915628762273e-17,1.7780915628762273e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,3,RY,1,10,layer_000_wire_003_RY,-1.6479873021779667e-17,1.6479873021779667e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,9,0,0,3,RZ,2,11,layer_000_wire_003_RZ,-3.134796447808662e-18,3.134796447808662e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,0,RX,0,0,layer_000_wire_000_RX,-0.027887707204140473,0.027887707204140473,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,0,RY,1,1,layer_000_wire_000_RY,0.12056169794094299,0.12056169794094299,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,0,RZ,2,2,layer_000_wire_000_RZ,5.997236650981378e-17,5.997236650981378e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,1,RX,0,3,layer_000_wire_001_RX,-9.020562075079397e-17,9.020562075079397e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,1,RY,1,4,layer_000_wire_001_RY,-1.1102230246251565e-16,1.1102230246251565e-16,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,1,RZ,2,5,layer_000_wire_001_RZ,-7.741215951899552e-17,7.741215951899552e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,2,RX,0,6,layer_000_wire_002_RX,0.7056295856494703,0.7056295856494703,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,2,RY,1,7,layer_000_wire_002_RY,0.24048525578065402,0.24048525578065402,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,2,RZ,2,8,layer_000_wire_002_RZ,3.409515158524642e-17,3.409515158524642e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,3,RX,0,9,layer_000_wire_003_RX,-4.163336342344337e-17,4.163336342344337e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,3,RY,1,10,layer_000_wire_003_RY,-8.326672684688674e-17,8.326672684688674e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,10,1,0,3,RZ,2,11,layer_000_wire_003_RZ,1.6820289030139458e-17,1.6820289030139458e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,0,RX,0,0,layer_000_wire_000_RX,0.10703444364339831,0.10703444364339831,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,0,RY,1,1,layer_000_wire_000_RY,0.024877542015045218,0.024877542015045218,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,0,RZ,2,2,layer_000_wire_000_RZ,5.893076443967385e-17,5.893076443967385e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,1,RX,0,3,layer_000_wire_001_RX,-3.8163916471489756e-17,3.8163916471489756e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,1,RY,1,4,layer_000_wire_001_RY,3.252606517456513e-17,3.252606517456513e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,1,RZ,2,5,layer_000_wire_001_RZ,-3.4779370249269074e-17,3.4779370249269074e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,2,RX,0,6,layer_000_wire_002_RX,-0.019022434791629607,0.019022434791629607,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,2,RY,1,7,layer_000_wire_002_RY,-0.002824686721037377,0.002824686721037377,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,2,RZ,2,8,layer_000_wire_002_RZ,3.530634315186067e-17,3.530634315186067e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,3,RX,0,9,layer_000_wire_003_RX,1.0148132334464322e-16,1.0148132334464322e-16,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,3,RY,1,10,layer_000_wire_003_RY,1.3444106938820255e-17,1.3444106938820255e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,1,1,3,4,4,11,2,0,3,RZ,2,11,layer_000_wire_003_RZ,-2.0492408865832606e-17,2.0492408865832606e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,0,RX,0,0,layer_000_wire_000_RX,4.163336342344337e-17,4.163336342344337e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,0,RY,1,1,layer_000_wire_000_RY,2.7755575615628914e-17,2.7755575615628914e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,0,RZ,2,2,layer_000_wire_000_RZ,2.6493257252581822e-17,2.6493257252581822e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,1,RX,0,3,layer_000_wire_001_RX,-0.013377281351286196,0.013377281351286196,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,1,RY,1,4,layer_000_wire_001_RY,0.305683213284097,0.305683213284097,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,1,RZ,2,5,layer_000_wire_001_RZ,-4.5953955443707434e-17,4.5953955443707434e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,2,RX,0,6,layer_000_wire_002_RX,-0.026593281944700578,0.026593281944700578,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,2,RY,1,7,layer_000_wire_002_RY,-0.2591062531277252,0.2591062531277252,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,2,RZ,2,8,layer_000_wire_002_RZ,-2.9947054137267046e-17,2.9947054137267046e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,3,RX,0,9,layer_000_wire_003_RX,0.05317032795488468,0.05317032795488468,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,3,RY,1,10,layer_000_wire_003_RY,0.28015736369761424,0.28015736369761424,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,12,0,0,3,RZ,2,11,layer_000_wire_003_RZ,7.211740422880042e-18,7.211740422880042e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,0,RX,0,0,layer_000_wire_000_RX,-8.673617379884035e-18,8.673617379884035e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,0,RY,1,1,layer_000_wire_000_RY,2.7755575615628914e-17,2.7755575615628914e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,0,RZ,2,2,layer_000_wire_000_RZ,-1.9438449300130842e-17,1.9438449300130842e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,1,RX,0,3,layer_000_wire_001_RX,-0.040036074070187964,0.040036074070187964,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,1,RY,1,4,layer_000_wire_001_RY,-0.29257474135611555,0.29257474135611555,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,1,RZ,2,5,layer_000_wire_001_RZ,1.6925268955337104e-17,1.6925268955337104e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,2,RX,0,6,layer_000_wire_002_RX,-0.2477645957382325,0.2477645957382325,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,2,RY,1,7,layer_000_wire_002_RY,-0.08444052430802991,0.08444052430802991,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,2,RZ,2,8,layer_000_wire_002_RZ,-1.2273170285712531e-17,1.2273170285712531e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,3,RX,0,9,layer_000_wire_003_RX,-0.001267615517219746,0.001267615517219746,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,3,RY,1,10,layer_000_wire_003_RY,0.32826847779755597,0.32826847779755597,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,13,1,0,3,RZ,2,11,layer_000_wire_003_RZ,-1.9955513705379693e-17,1.9955513705379693e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,0,RX,0,0,layer_000_wire_000_RX,5.551115123125783e-17,5.551115123125783e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,0,RY,1,1,layer_000_wire_000_RY,-3.469446951953614e-18,3.469446951953614e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,0,RZ,2,2,layer_000_wire_000_RZ,4.1566221301452854e-17,4.1566221301452854e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,1,RX,0,3,layer_000_wire_001_RX,0.14716053707584528,0.14716053707584528,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,1,RY,1,4,layer_000_wire_001_RY,0.16429473497436625,0.16429473497436625,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,1,RZ,2,5,layer_000_wire_001_RZ,-3.825856501669367e-17,3.825856501669367e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,2,RX,0,6,layer_000_wire_002_RX,-0.2899586972078052,0.2899586972078052,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,2,RY,1,7,layer_000_wire_002_RY,-0.043056658657208556,0.043056658657208556,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,2,RZ,2,8,layer_000_wire_002_RZ,1.3175526952654568e-17,1.3175526952654568e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,3,RX,0,9,layer_000_wire_003_RX,-0.2574805789691727,0.2574805789691727,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,3,RY,1,10,layer_000_wire_003_RY,-0.06982966374461493,0.06982966374461493,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,1,1,3,3,3,14,2,0,3,RZ,2,11,layer_000_wire_003_RZ,-1.972367493174375e-18,1.972367493174375e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,0,RX,0,0,layer_000_wire_000_RX,-0.001164728159041492,0.001164728159041492,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,0,RY,1,1,layer_000_wire_000_RY,0.008014883060204175,0.008014883060204175,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,0,RZ,2,2,layer_000_wire_000_RZ,7.443240466138896e-18,7.443240466138896e-18,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,1,RX,0,3,layer_000_wire_001_RX,-3.2959746043559335e-17,3.2959746043559335e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,1,RY,1,4,layer_000_wire_001_RY,0.0,0.0,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,1,RZ,2,5,layer_000_wire_001_RZ,1.9598065936468334e-17,1.9598065936468334e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,2,RX,0,6,layer_000_wire_002_RX,-0.027386827598734124,0.027386827598734124,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,2,RY,1,7,layer_000_wire_002_RY,-0.2668380043846771,0.2668380043846771,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,2,RZ,2,8,layer_000_wire_002_RZ,-1.547946242699213e-17,1.547946242699213e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,3,RX,0,9,layer_000_wire_003_RX,0.053603220003436855,0.053603220003436855,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,3,RY,1,10,layer_000_wire_003_RY,0.2824382955585377,0.2824382955585377,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,15,0,0,3,RZ,2,11,layer_000_wire_003_RZ,1.313160900366225e-17,1.313160900366225e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,0,RX,0,0,layer_000_wire_000_RX,-0.0002021082247944308,0.0002021082247944308,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,0,RY,1,1,layer_000_wire_000_RY,0.0008737366098504236,0.0008737366098504236,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,0,RZ,2,2,layer_000_wire_000_RZ,-3.0529109397713697e-17,3.0529109397713697e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,1,RX,0,3,layer_000_wire_001_RX,3.8163916471489756e-17,3.8163916471489756e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,1,RY,1,4,layer_000_wire_001_RY,2.0816681711721685e-17,2.0816681711721685e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,1,RZ,2,5,layer_000_wire_001_RZ,2.322587732219964e-17,2.322587732219964e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,2,RX,0,6,layer_000_wire_002_RX,-0.24265074604545905,0.24265074604545905,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,2,RY,1,7,layer_000_wire_002_RY,-0.08269767582718215,0.08269767582718215,False
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,2,RZ,2,8,layer_000_wire_002_RZ,-2.1621319237425247e-17,2.1621319237425247e-17,True
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,1,1,3,4,4,16,1,0,3,RX,0,9,layer_000_wire_003_RX,-0.0017426701996718814,0.0017426701996718814,False
