benchmark_mode,objective_type,budget_normalization,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,target_entangling_budget,actual_entangling_budget,gates_per_layer,run_id,layer_id,layer_mean_abs_grad,layer_grad_variance,layer_grad_norm,layer_max_abs_grad,layer_min_abs_grad,layer_near_zero_ratio
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,6,8,4,29,1,0.028853906105099924,0.003908004270179711,0.23520515216033197,0.1712657535260083,0.0,0.6666666666666666
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,30,0,0.04988391100259811,0.004131197177078598,0.2260519619270859,0.1267189695100696,6.870440277011871e-18,0.08333333333333333
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,30,1,0.04212216660562539,0.006893709435812862,0.29497372181391296,0.2235179598662902,1.9578522875246357e-18,0.5
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,31,0,0.051983917205714276,0.0063419278881298126,0.2846974705164894,0.24356376749634556,1.285714569788177e-17,0.08333333333333333
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,31,1,0.05123066122724437,0.010846455072391048,0.3713440703833945,0.3307913475751809,2.742684769021472e-18,0.5
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,32,0,0.02820476357634318,0.0014628895274421908,0.13251205886200276,0.08976290686204536,1.8480651213732625e-17,0.08333333333333333
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,6,6,3,32,1,0.04077475706534087,0.005484978338735201,0.29264441881114167,0.20597334272521525,1.2917629911767286e-18,0.5
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,33,0,0.06369511988487432,0.00570488795851783,0.2918901758326776,0.172445226463122,0.0009724879149230216,0.0
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,33,1,0.03788448767847287,0.004127418447299126,0.23564314511906204,0.1712019427810051,1.734723475976807e-18,0.5
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,34,0,0.06837755109557458,0.011986878598313225,0.39525701234209554,0.32522019811823993,0.00031409913367562436,0.0
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,34,1,0.0299777329831807,0.0033525838267981327,0.2033114917263873,0.15497595707781667,8.131273599946325e-18,0.5
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,35,0,0.03363486160059498,0.0018672577802315267,0.15849039089103156,0.08961551791581085,0.0002864533200678111,0.0
random_bp,expectation_value,same_entangling_gate_count,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,6,8,4,35,1,0.05083109363077143,0.010417158048540502,0.3603183873265619,0.32556085689028885,3.6573000870812797e-19,0.5
