benchmark_mode,objective_type,experiment_group,ansatz_type,gate_set,encoding_type,entanglement_topology,entangler_type,cost_type,n_qubits,reference_depth,depth,budget_normalization,layer_id,qubit_id,gate_type,axis_id,param_index,param_id,n_seeds,param_grad_mean,param_grad_variance_across_seeds,param_mean_abs_grad,param_near_zero_ratio
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,local,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,-4.735579056325789e-18,6.810743511637884e-35,5.250975744942057e-18,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-0.0041571479683657556,0.0037509009310077272,0.04840251504100431,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.03028428351079232,0.0023335920851906312,0.030645854865461328,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,0.0045566543204104346,0.001438191621397999,0.027687106333768263,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,-0.008658483207668682,0.00033813700768432336,0.01495990802367894,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,-0.01583195805574715,0.0034182592381333463,0.04919510660216195,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,-0.007657790408413641,3.152193947079793e-05,0.007657790408413641,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,0.030626572192011262,0.0002115966343946897,0.030626572192011262,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,0.020028425038393055,0.0025101493633135773,0.039794402963012725,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-0.002215931822468889,0.002409642792610596,0.03852643585444821,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,0.05985257074409689,0.011413089159348664,0.0816589382441026,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,0.0394086690485484,0.006591365280743576,0.05845303887871015,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,-0.04118500107123854,0.011946694304565332,0.07001655195677281,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,0,RX,0,12,layer_001_wire_000_RX,3,0.026220024934535624,0.0006000065017714934,0.027570770332668096,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,0,RY,1,13,layer_001_wire_000_RY,3,-0.020542186160309395,0.009296893274424962,0.0758895488189932,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,0,RZ,2,14,layer_001_wire_000_RZ,3,1.9978683063466794e-19,7.4210567845694556e-34,1.9716515743744722e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,1,RX,0,15,layer_001_wire_001_RX,3,0.04178917113468454,0.00038386477615484844,0.041789171134684534,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,1,RY,1,16,layer_001_wire_001_RY,3,0.00872677270563394,0.00688133114982559,0.05845056337610519,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,1,RZ,2,17,layer_001_wire_001_RZ,3,6.363393287016998e-18,2.9154178562324664e-34,1.1999327145770702e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,2,RX,0,18,layer_001_wire_002_RX,3,0.014440332743655812,0.0009375820474060406,0.020717609035638514,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,2,RY,1,19,layer_001_wire_002_RY,3,0.018610895307281973,0.00956846856003158,0.08005261693544362,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,2,RZ,2,20,layer_001_wire_002_RZ,3,-1.5561421089151527e-17,2.6890636535439164e-34,1.5561421089151527e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,3,RX,0,21,layer_001_wire_003_RX,3,0.009628419308173559,0.002520007032431854,0.0372976765520889,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,3,RY,1,22,layer_001_wire_003_RY,3,0.046431650832123916,0.008040397815095234,0.07150421933008246,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,local,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,3.3847687219436235e-19,4.681492461385404e-35,5.124940349221113e-18,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,0.03265419019049471,0.0044762413435871645,0.04056781592212664,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.03320789686358813,0.0006310221684858204,0.03320789686358813,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,-2.2510595524747352e-17,3.2697920243951976e-33,3.648554819254349e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,-0.0999888403387073,0.03922655252815347,0.14329653582312155,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,-0.046312952449846095,0.02012360769553044,0.09210858310043148,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,0.07354823326804519,0.03958705931175512,0.12851892979934354,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,-0.11297194789916166,0.02165117653579819,0.11337193663966914,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,0.05537495697060673,0.0013983804822401687,0.05537495697060674,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-0.05155783194517521,0.014324283520429068,0.09812230031846592,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-0.16113962902085655,0.11161295083179883,0.256321391135067,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,-0.01841760496485402,0.013324312357323953,0.08266577810055138,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,0.12703062051998962,0.12216047701399307,0.2297592398270237,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,0,RX,0,12,layer_001_wire_000_RX,3,4.1055122264784437e-17,8.556345013345377e-34,4.1055122264784437e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,0,RY,1,13,layer_001_wire_000_RY,3,2.3129646346357423e-18,7.864213939581212e-34,2.0816681711721685e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,0,RZ,2,14,layer_001_wire_000_RZ,3,-2.1815270149542544e-17,1.2160300097014798e-33,2.918973502756062e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,1,RX,0,15,layer_001_wire_001_RX,3,-5.598298707769345e-05,0.009423438302003387,0.07465407121068814,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,1,RY,1,16,layer_001_wire_001_RY,3,-0.182069403757815,0.01843437744436244,0.182069403757815,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,1,RZ,2,17,layer_001_wire_001_RZ,3,5.334131221260066e-18,6.932367516081495e-33,5.724338788468091e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,2,RX,0,18,layer_001_wire_002_RX,3,-2.891205793294679e-18,2.0834148408814006e-33,3.411622836087721e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,2,RY,1,19,layer_001_wire_002_RY,3,2.3707887505016366e-17,8.917456877917984e-34,2.3707887505016363e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,2,RZ,2,20,layer_001_wire_002_RZ,3,-1.1687959648348959e-17,9.472948824704863e-35,1.1687959648348959e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,3,RX,0,21,layer_001_wire_003_RX,3,0.018915176668928488,0.0007384624720700377,0.018915176668928488,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,3,RY,1,22,layer_001_wire_003_RY,3,0.07802222386425361,0.006066259110205937,0.0815707027088516,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,global,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,4.198257639314398e-18,5.9235921293698976e-34,1.97142340059502e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,-0.13988033745042447,0.015637340283510187,0.14227389500645884,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.03887234524978274,0.024560114724048728,0.10264414314368851,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,-0.04995464927334686,0.016560475233536803,0.08607974647968537,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.10710805347222394,0.0859089777163095,0.1895876391136477,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,0.007067707246497819,0.001331525340999408,0.029744184843064275,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,-0.09487314019038134,0.022022654388836944,0.12392563917346895,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,0.07374725785802025,0.012152527387248558,0.09753152603484744,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,0.014644690838220476,0.0012527183070471107,0.022233449567705912,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-0.037186179380778527,0.00856940996462145,0.08241163158304944,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-0.08018813593533076,0.0686290915922427,0.17428750272194848,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,-0.0027443926284847556,0.015508058983724527,0.08308393923423879,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,0.13724839942174824,0.03548165195438595,0.17029142289080146,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,0,RX,0,12,layer_001_wire_000_RX,3,-0.03394903957415906,0.002312339601966848,0.03394903957415906,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,0,RY,1,13,layer_001_wire_000_RY,3,0.13242739040648518,0.013333213880996552,0.13242739040648518,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,0,RZ,2,14,layer_001_wire_000_RZ,3,4.3481185280799645e-17,7.147313943242532e-33,5.2707532243522305e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,1,RX,0,15,layer_001_wire_001_RX,3,5.955883934187038e-17,8.19523314877277e-34,5.955883934187038e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,1,RY,1,16,layer_001_wire_001_RY,3,2.0816681711721685e-17,7.270385540061815e-33,5.782411586589357e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,1,RZ,2,17,layer_001_wire_001_RZ,3,-2.740626652458207e-17,1.88581238538436e-33,4.128611738330662e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,2,RX,0,18,layer_001_wire_002_RX,3,-0.06533033775979306,0.010961218603541633,0.06533033775979306,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,2,RY,1,19,layer_001_wire_002_RY,3,0.021443844335465187,0.017149075485842893,0.09273332468187369,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,2,RZ,2,20,layer_001_wire_002_RZ,3,-9.783868975831161e-19,4.186150486010479e-33,4.4013055372456724e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,3,RX,0,21,layer_001_wire_003_RX,3,8.673617379884035e-18,6.710662149974275e-34,2.2551405187698492e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,3,RY,1,22,layer_001_wire_003_RY,3,-1.3010426069826053e-17,3.866153900080471e-33,4.0766001685454967e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,global,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,-8.341185320607129e-18,1.7983497333657813e-35,8.341185320607129e-18,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,0.03228100755279127,0.0024789305891880758,0.032281007552791265,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,-0.005502432495470317,0.0005216050181529137,0.019411229270540623,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,-4.156449203870041e-19,2.767626661403266e-34,1.2736079062875421e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.07050358596345474,0.002375448810591434,0.07050358596345475,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,-0.04827375738605341,0.03050238587224195,0.11410208761151032,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,-0.025294703844716767,0.00888946452045059,0.07059281022257269,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,-0.026105743679085858,0.0026307297670764467,0.04661010848308022,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RY,1,7,layer_000_wire_002_RY,3,0.00968776023771501,0.0010844158997973387,0.022024553633892243,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RZ,2,8,layer_000_wire_002_RZ,3,-0.041306488302864666,0.002648170834183374,0.04418622648403316,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RX,0,9,layer_000_wire_003_RX,3,-0.015369242230120832,0.001843128301235114,0.03537426932464562,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RY,1,10,layer_000_wire_003_RY,3,0.008953152407844927,0.0016067110070094872,0.026945978643384938,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,3,RZ,2,11,layer_000_wire_003_RZ,3,0.0017625007252738759,0.0025532903246746523,0.03825850994871645,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RX,0,12,layer_001_wire_000_RX,3,-3.0068540250264654e-17,1.6049416203226973e-35,3.0068540250264654e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RY,1,13,layer_001_wire_000_RY,3,-5.7824115865893565e-18,8.70680829025063e-34,2.42861286636753e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,0,RZ,2,14,layer_001_wire_000_RZ,3,1.997519842522008e-17,6.277173260967356e-34,2.1280433283569836e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RX,0,15,layer_001_wire_001_RX,3,-0.034907329060648584,0.002533599375143291,0.034907329060648584,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RY,1,16,layer_001_wire_001_RY,3,0.028127642111853923,0.03375454858244277,0.15075021699738578,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,1,RZ,2,17,layer_001_wire_001_RZ,3,2.927339889553232e-18,1.2174475800282558e-33,2.7484470910030783e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RX,0,18,layer_001_wire_002_RX,3,-0.0016244324795651646,9.903106396010171e-06,0.0018959596232735007,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RY,1,19,layer_001_wire_002_RY,3,-0.12564007023992718,0.007591207018751626,0.1256400702399272,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,2,RZ,2,20,layer_001_wire_002_RZ,3,1.358215878957203e-17,1.1557011521227027e-34,1.3582158789572031e-17,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RX,0,21,layer_001_wire_003_RX,3,-5.242086426740766e-06,1.5265640125196997e-07,0.00026576912267555646,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RY,1,22,layer_001_wire_003_RY,3,-0.002523429498811236,0.0846777453349345,0.22305099454893185,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,linear,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,1,3,RZ,2,23,layer_001_wire_003_RZ,3,-2.7930698053215884e-18,1.53431484691293e-35,3.6542451327727404e-18,1.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RX,0,0,layer_000_wire_000_RX,3,0.050626152918028584,0.010947253061365153,0.07488451157109412,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RY,1,1,layer_000_wire_000_RY,3,0.011579176256161386,0.0012934342942451224,0.027035405909467864,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,0,RZ,2,2,layer_000_wire_000_RZ,3,0.03155333384740982,0.016039565678216842,0.08341015046133816,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RX,0,3,layer_000_wire_001_RX,3,0.03784675515769997,0.0021607153852961063,0.03805615458015039,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RY,1,4,layer_000_wire_001_RY,3,-0.01767786747101663,0.0007680225398927324,0.026147783588276036,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,1,RZ,2,5,layer_000_wire_001_RZ,3,-0.021308958713563954,0.0005955647483583092,0.023155743836297652,0.0
random_bp,expectation_value,smoke_random_parameter_bp,hea,RX_RY_RZ_CNOT,none,circular,cnot,hamiltonian_local,4,2,2,same_entangling_gate_count,0,2,RX,0,6,layer_000_wire_002_RX,3,-0.07464045910941774,0.003691416086008058,0.07464045910941773,0.0
