depth,loss_floor,grad_var,accuracy
1,0.6974107545909595,3.261499963712178e-05,0.5172413793103449
2,0.6415090841602047,6.580023167465876e-05,0.7241379310344828
3,0.6349836184433575,3.966252541574033e-05,0.7586206896551724
4,0.5994153759392498,3.5576307556890504e-05,0.7931034482758621
5,0.5964195870107751,2.5634349314416137e-05,0.7241379310344828
6,0.5964403181723618,1.867656131950542e-05,0.7586206896551724
7,0.6090985694650662,1.859180248504202e-05,0.7931034482758621
8,0.6145173314847889,1.5613509083087207e-05,0.5862068965517241
