depth,loss_floor,grad_var,accuracy
1,0.6985518236481493,5.623307748058449e-06,0.5
2,0.6797468756903746,9.128285649551343e-06,0.5666666666666667
3,0.671840755496514,4.792421075920187e-06,0.5666666666666667
4,0.6713111450813107,3.4587541315944536e-06,0.5333333333333333
5,0.6680108018161125,2.1586844989232435e-06,0.5666666666666667
6,0.6610399074744919,2.2057858718451257e-06,0.6
7,0.6665514349093649,1.7901113727163571e-06,0.6166666666666667
8,0.667299347087644,1.5564423564797488e-06,0.5833333333333334
